,date,temperatures(C),humidity(%),pressure(hPa),energy
154,2021-01-07 10:00,-8.7,86.0,1018.7,352.22000000000116
155,2021-01-07 11:00,-8.8,82.0,1018.6,420.3799999999974
156,2021-01-07 12:00,-8.4,78.0,1018.1,437.7560000000012
157,2021-01-07 13:00,-8.5,72.0,1017.8,448.4599999999991
158,2021-01-07 14:00,-7.5,60.0,1016.9,455.4959999999992
159,2021-01-07 15:00,-7.9,56.0,1016.9,444.57600000000093
160,2021-01-07 16:00,-8.1,57.0,1017.1,355.2520000000004
161,2021-01-07 17:00,-8.9,56.0,1017.1,367.5240000000049
162,2021-01-07 18:00,-9.7,59.0,1017.4,372.94399999999587
163,2021-01-07 19:00,-10.1,59.0,1017.8,359.23999999999796
164,2021-01-07 20:00,-10.5,54.0,1017.6,348.7040000000052
165,2021-01-07 21:00,-11.1,55.0,1017.3,325.775999999998
166,2021-01-07 22:00,-11.2,53.0,1017.3,308.6080000000002
167,2021-01-07 23:00,-11.3,54.0,1017.2,284.67199999999866
168,2021-01-08 0:00,-10.9,53.0,1017.4,272.78399999999965
169,2021-01-08 1:00,-11.3,53.0,1017.0,247.58400000000256
170,2021-01-08 2:00,-11.5,54.0,1016.6,241.7960000000021
171,2021-01-08 3:00,-12.2,67.0,1016.3,238.43599999999424
172,2021-01-08 4:00,-12.6,69.0,1016.2,242.44800000000396
173,2021-01-08 5:00,-12.7,65.0,1016.4,233.59199999999691
174,2021-01-08 6:00,-13.2,67.0,1016.8,234.8000000000029
175,2021-01-08 7:00,-13.2,63.0,1017.3,240.7960000000021
176,2021-01-08 8:00,-13.4,63.0,1017.6,259.7039999999979
177,2021-01-08 9:00,-12.2,58.0,1017.5,288.6999999999971
178,2021-01-08 10:00,-10.5,48.0,1017.2,375.3159999999989
179,2021-01-08 11:00,-9.2,45.0,1016.5,430.596000000005
180,2021-01-08 12:00,-7.7,44.0,1015.2,429.23599999999715
181,2021-01-08 13:00,-6.7,41.0,1014.3,422.1640000000043
182,2021-01-08 14:00,-6.7,51.0,1013.8,438.9279999999999
183,2021-01-08 15:00,-6.3,52.0,1013.5,430.60399999999936
184,2021-01-08 16:00,-6.0,50.0,1013.4,406.78800000000047
185,2021-01-08 17:00,-6.9,52.0,1013.8,403.59999999999854
186,2021-01-08 18:00,-7.9,55.0,1014.4,393.3799999999974
187,2021-01-08 19:00,-8.9,52.0,1015.1,356.70000000000437
188,2021-01-08 20:00,-9.4,53.0,1015.4,322.5239999999976
189,2021-01-08 21:00,-9.7,51.0,1015.4,313.8399999999965
190,2021-01-08 22:00,-10.0,52.0,1015.4,298.7040000000052
191,2021-01-08 23:00,-10.4,55.0,1015.4,294.98399999999674
192,2021-01-09 0:00,-9.8,52.0,1015.8,280.80799999999726
193,2021-01-09 1:00,-11.1,55.0,1015.4,257.8919999999998
194,2021-01-09 2:00,-10.8,53.0,1015.4,244.49200000000565
195,2021-01-09 3:00,-11.4,58.0,1015.5,242.07200000000012
196,2021-01-09 4:00,-10.3,56.0,1015.1,238.30799999999726
197,2021-01-09 5:00,-10.5,58.0,1015.0,233.7719999999972
198,2021-01-09 6:00,-10.8,61.0,1014.9,234.0480000000025
199,2021-01-09 7:00,-11.0,63.0,1015.3,235.0639999999985
200,2021-01-09 8:00,-10.6,60.0,1015.7,242.46399999999994
201,2021-01-09 9:00,-9.3,54.0,1016.4,251.4560000000056
202,2021-01-09 10:00,-7.8,46.0,1016.6,257.36799999999494
203,2021-01-09 11:00,-6.4,39.0,1016.3,275.19200000000274
204,2021-01-09 12:00,-4.9,38.0,1015.5,290.1959999999963
205,2021-01-09 13:00,-3.7,37.0,1014.4,293.64800000000105
206,2021-01-09 14:00,-2.7,37.0,1013.4,296.78800000000047
207,2021-01-09 15:00,-1.9,42.0,1012.8,309.83200000000215
208,2021-01-09 16:00,-2.7,49.0,1013.5,318.9320000000007
209,2021-01-09 17:00,-4.2,55.0,1014.4,314.94399999999587
210,2021-01-09 18:00,-5.7,55.0,1015.4,309.4520000000048
211,2021-01-09 19:00,-6.8,56.0,1016.3,299.3839999999982
212,2021-01-09 20:00,-7.4,56.0,1017.7,304.46800000000076
213,2021-01-09 21:00,-8.1,56.0,1017.6,301.41599999999744
214,2021-01-09 22:00,-8.1,56.0,1017.5,299.8400000000038
215,2021-01-09 23:00,-8.6,58.0,1017.9,288.92399999999907
216,2021-01-10 0:00,-8.4,57.0,1017.9,268.0440000000017
217,2021-01-10 1:00,-8.5,62.0,1017.7,249.07599999999366
218,2021-01-10 2:00,-8.9,67.0,1018.4,242.57600000000093
219,2021-01-10 3:00,-9.8,72.0,1019.1,239.85599999999977
220,2021-01-10 4:00,-10.2,74.0,1018.8,238.91600000000471
221,2021-01-10 5:00,-10.2,76.0,1018.1,242.99599999999919
222,2021-01-10 6:00,-10.5,78.0,1018.4,242.84799999999814
223,2021-01-10 7:00,-10.0,77.0,1019.0,250.30400000000373
224,2021-01-10 8:00,-9.3,77.0,1019.7,254.5879999999961
